team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
MCI,0,"Ederson M. (GKP, 4↑) ==> (1.0, 1.833)","Gvardiol (DEF, 4↑) ==> (2.0, 1.5)","Akanji (DEF, ~) ==> (1.0, 1.5)","Ortega Moreno (GKP, ~) ==> (0.0, 0.0)","Aké (DEF, ~) ==> (0.0, 0.0)"
LEI,0,"Faes (DEF, ~) ==> (1.0, 1.5)","Justin (DEF, ~) ==> (1.0, 1.0)","Kristiansen (DEF, 1↑) ==> (1.0, 1.0)","Vestergaard (DEF, 2↑) ==> (0.0, 0.899)","Stolarczyk (GKP, 2↑) ==> (0.0, 0.0)"
FUL,-1,"Leno (GKP, ~) ==> (3.0, 2.389)","Bassey (DEF, ~) ==> (2.0, 1.389)","Andersen (DEF, ~) ==> (0.0, 1.389)","Robinson (DEF, ~) ==> (2.0, 1.278)","Castagne (DEF, 1↑) ==> (0.0, 0.446)"
WHU,-1,"Wan-Bissaka (DEF, ~) ==> (2.0, 1.389)","Kilman (DEF, 1↑) ==> (1.0, 1.389)","Fabianski (GKP, 2↓) ==> (1.0, 1.324)","Emerson (DEF, 5↑) ==> (1.0, 1.034)","Areola (GKP, 3↑) ==> (0.0, 0.99)"
SOU,-1,"Ramsdale (GKP, 1↓) ==> (1.0, 2.056)","Bednarek (DEF, 4↑) ==> (1.0, 1.389)","Harwood-Bellis (DEF, ~) ==> (1.0, 1.389)","Manning (DEF, ~) ==> (0.0, 0.398)","Bree (DEF, 3↑) ==> (0.0, 0.0)"
BOU,-2,"Arrizabalaga (GKP, 4↑) ==> (2.0, 2.222)","Huijsen (DEF, 4↑) ==> (1.0, 1.778)","Kerkez (DEF, 4↑) ==> (2.0, 1.278)","Zabarnyi (DEF, 3↑) ==> (2.0, 1.278)","Travers (GKP, ~) ==> (0.0, 0.0)"
NEW,-3,"Hall (DEF, ~) ==> (2.0, 1.167)","Livramento (DEF, ~) ==> (2.0, 1.167)","Burn (DEF, ~) ==> (1.0, 1.167)","Dúbravka (GKP, 3↑) ==> (0.0, 0.0)","Botman (DEF, ~) ==> (0.0, 0.0)"
TOT,-3,"Pedro Porro (DEF, 4↑) ==> (2.0, 1.167)","Dragusin (DEF, ~) ==> (1.0, 1.072)","Spence (DEF, ~) ==> (0.0, 0.0)","Davies (DEF, ~) ==> (0.0, 0.0)","Kinsky (GKP, ~) ==> (0.0, 0.0)"
WOL,-5,"José Sá (GKP, 1↑) ==> (1.0, 1.611)","Doherty (DEF, 2↑) ==> (1.0, 0.879)","Aït-Nouri (DEF, 1↑) ==> (1.0, 0.444)","S.Bueno (DEF, 1↑) ==> (1.0, 0.444)","Agbadou (DEF, 2↑) ==> (0.0, 0.0)"
BRE,-7,"Flekken (GKP, ~) ==> (3.0, 1.889)","Van den Berg (DEF, 1↑) ==> (1.0, 1.0)","Collins (DEF, 4↑) ==> (1.0, 0.222)","Henry (DEF, ~) ==> (0.0, 0.0)","Roerslev (DEF, 2↑) ==> (1.0, -0.423)"
