team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
WHU,0,"Areola (GKP, ?) ==> (1.85, 0.925)","Coufal (DEF, ?) ==> (1.2, 0.6)","Fabianski (GKP, ?) ==> (1.2, 0.6)","Emerson (DEF, ?) ==> (1.15, 0.575)","Zouma (DEF, ?) ==> (1.15, 0.575)"
CHE,-2,"Sánchez (GKP, ?) ==> (1.85, 0.719)","Tosin (DEF, ?) ==> (1.65, 0.642)","Petrović (GKP, ?) ==> (1.55, 0.603)","Chalobah (DEF, ?) ==> (1.5, 0.583)","Colwill (DEF, ?) ==> (1.4, 0.544)"
BHA,-2,"Verbruggen (GKP, ?) ==> (1.6, 0.622)","Estupiñan (DEF, ?) ==> (1.5, 0.583)","Dunk (DEF, ?) ==> (1.35, 0.525)","Steele (GKP, ?) ==> (1.25, 0.486)","Van Hecke (DEF, ?) ==> (1.1, 0.428)"
BRE,-2,"Flekken (GKP, ?) ==> (1.6, 0.622)","Pinnock (DEF, ?) ==> (1.35, 0.525)","Collins (DEF, ?) ==> (1.3, 0.506)","Henry (DEF, ?) ==> (1.3, 0.506)","Ajer (DEF, ?) ==> (1.2, 0.467)"
FUL,-2,"Leno (GKP, ?) ==> (1.75, 0.681)","Castagne (DEF, ?) ==> (1.55, 0.603)","Robinson (DEF, ?) ==> (1.4, 0.544)","Diop (DEF, ?) ==> (1.2, 0.467)","Bassey (DEF, ?) ==> (1.15, 0.447)"
NFO,-3,"Boly (DEF, ?) ==> (1.45, 0.483)","Turner (GKP, ?) ==> (1.25, 0.417)","Toffolo (DEF, ?) ==> (1.15, 0.383)","Sels (GKP, ?) ==> (1.05, 0.35)","Aina (DEF, ?) ==> (1.0, 0.333)"
LEI,-6,"Thomas (DEF, ?) ==> (0.3, 0.05)","Coady (DEF, ?) ==> (0.0, 0.0)","Faes (DEF, ?) ==> (0.0, 0.0)","Hermansen (GKP, ?) ==> (0.0, 0.0)","Iversen (GKP, ?) ==> (0.0, 0.0)"
WOL,-7,"Bentley (GKP, ?) ==> (1.8, 0.2)","José Sá (GKP, ?) ==> (1.55, 0.172)","Dawson (DEF, ?) ==> (1.4, 0.156)","Toti (DEF, ?) ==> (1.15, 0.128)","Aït-Nouri (DEF, ?) ==> (1.15, 0.128)"
SOU,-8,"Taylor (DEF, ?) ==> (0.85, 0.047)","Bazunu (GKP, ?) ==> (0.0, 0.0)","Bednarek (DEF, ?) ==> (0.0, 0.0)","Bella-Kotchap (DEF, ?) ==> (0.0, 0.0)","Bree (DEF, ?) ==> (0.0, 0.0)"
IPS,-8,"Muric (GKP, ?) ==> (2.35, 0.131)","Johnson (DEF, ?) ==> (0.6, 0.033)","Baggott (DEF, ?) ==> (0.0, 0.0)","Burgess (DEF, ?) ==> (0.0, 0.0)","Clarke (DEF, ?) ==> (0.0, 0.0)"
