team,fplAdv_nxtGWs,fplPlayer1,fplPlayer2,fplPlayer3,fplPlayer4,fplPlayer5
EVE,2,"Pickford (GKP, vv) ==> (5.084, 8.191)","Harrison (MID, ^^^) ==> (4.444, 7.159)","Branthwaite (DEF, ^^^) ==> (4.384, 7.063)","Mykolenko (DEF, vv) ==> (4.3, 6.928)","Tarkowski (DEF, vv) ==> (3.629, 5.847)"
CHE,-2,"Palmer (MID, ^) ==> (6.02, 5.351)","Petrović (GKP, vv) ==> (3.958, 3.519)","Sterling (MID, v) ==> (3.918, 3.483)","T.Silva (DEF, ^^^) ==> (3.435, 3.053)","Nkunku (FWD, v) ==> (2.98, 2.649)"
FUL,-4,"Leno (GKP, vv) ==> (3.638, 4.649)","J.Palhinha (MID, ^^^) ==> (3.382, 4.321)","Robinson (DEF, ^^) ==> (3.249, 4.152)","Tosin (DEF, vv) ==> (3.185, 4.07)","Andreas (MID, ~) ==> (3.124, 3.991)"
WHU,-8,"Ward-Prowse (MID, vv) ==> (5.579, 5.889)","Bowen (MID, v) ==> (3.925, 4.143)","Kudus (MID, v) ==> (3.721, 3.928)","Areola (GKP, vv) ==> (3.351, 3.537)","Souček (MID, vv) ==> (2.812, 2.969)"
CRY,-9,"Olise (MID, vv) ==> (6.194, 6.194)","Eze (MID, vv) ==> (4.558, 4.558)","Mateta (FWD, ^^^) ==> (3.053, 3.053)","Andersen (DEF, ^) ==> (2.474, 2.474)","Lerma (MID, ~) ==> (2.071, 2.071)"
BRE,-11,"Toney (FWD, vv) ==> (6.7, 9.306)","Maupay (FWD, ^) ==> (4.208, 5.844)","Jensen (MID, v) ==> (3.565, 4.952)","Flekken (GKP, ^^^) ==> (3.32, 4.611)","Mee (DEF, vv) ==> (2.753, 3.823)"
NFO,-11,"Hudson-Odoi (MID, ^^^) ==> (3.879, 3.448)","Wood (FWD, vv) ==> (3.494, 3.106)","Awoniyi (FWD, v) ==> (3.412, 3.033)","Dominguez (MID, ~) ==> (2.794, 2.484)","Danilo (MID, vv) ==> (2.526, 2.245)"
BUR,-15,"D.D.Fofana (FWD, ^^^) ==> (6.545, 4.363)","Assignon (DEF, ^^^) ==> (4.0, 2.667)","Amdouni (FWD, v) ==> (3.382, 2.255)","Odobert (MID, ^^) ==> (3.362, 2.241)","Foster (FWD, ~) ==> (2.936, 1.957)"
SHU,-15,"Brereton Díaz (MID, vv) ==> (5.3, 3.533)","McBurnie (FWD, vv) ==> (3.329, 2.219)","McAtee (MID, v) ==> (3.082, 2.055)","Hamer (MID, vv) ==> (2.609, 1.739)","Foderingham (GKP, v) ==> (1.918, 1.279)"
BOU,-16,"Solanke (FWD, v) ==> (4.618, 2.822)","Neto (GKP, ~) ==> (3.112, 1.902)","Tavernier (MID, vv) ==> (2.751, 1.681)","Sinisterra (MID, ^^^) ==> (2.691, 1.644)","Kluivert (MID, ^^^) ==> (2.638, 1.612)"
