team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
BRE,0,"Flekken (GKP, ?) ==> (2.63, 1.315)","Collins (DEF, ?) ==> (1.927, 0.964)","Pinnock (DEF, ?) ==> (1.115, 0.557)","Ajer (DEF, ?) ==> (1.103, 0.552)","Van den Berg (DEF, ?) ==> (1.012, 0.506)"
FUL,-1,"Robinson (DEF, ?) ==> (3.885, 1.727)","Leno (GKP, ?) ==> (3.0, 1.333)","Bassey (DEF, ?) ==> (2.806, 1.247)","Andersen (DEF, ?) ==> (2.764, 1.228)","Tete (DEF, ?) ==> (2.473, 1.099)"
BOU,-1,"Smith (DEF, ?) ==> (2.267, 1.008)","Arrizabalaga (GKP, ?) ==> (1.691, 0.752)","Zabarnyi (DEF, ?) ==> (1.679, 0.746)","Kerkez (DEF, ?) ==> (1.321, 0.587)","Senesi (DEF, ?) ==> (0.897, 0.399)"
NFO,-2,"Sels (GKP, ?) ==> (3.897, 1.515)","Aina (DEF, ?) ==> (3.527, 1.371)","Murillo (DEF, ?) ==> (2.988, 1.162)","Milenković (DEF, ?) ==> (2.897, 1.127)","Alex Moreno (DEF, ?) ==> (1.855, 0.722)"
CRY,-4,"Guéhi (DEF, ?) ==> (3.982, 1.106)","Henderson (GKP, ?) ==> (3.267, 0.908)","Mitchell (DEF, ?) ==> (2.958, 0.822)","Muñoz (DEF, ?) ==> (2.473, 0.687)","Lacroix (DEF, ?) ==> (2.291, 0.636)"
BHA,-4,"Van Hecke (DEF, ?) ==> (3.218, 0.894)","Veltman (DEF, ?) ==> (3.091, 0.859)","Dunk (DEF, ?) ==> (2.194, 0.61)","Verbruggen (GKP, ?) ==> (1.794, 0.498)","Igor (DEF, ?) ==> (0.218, 0.06)"
LEI,-4,"Justin (DEF, ?) ==> (3.867, 1.074)","Hermansen (GKP, ?) ==> (2.576, 0.716)","Faes (DEF, ?) ==> (1.618, 0.449)","Kristiansen (DEF, ?) ==> (1.0, 0.278)","Okoli (DEF, ?) ==> (0.909, 0.252)"
EVE,-4,"Young (DEF, ?) ==> (2.34, 0.65)","Pickford (GKP, ?) ==> (1.794, 0.498)","Tarkowski (DEF, ?) ==> (1.267, 0.352)","Keane (DEF, ?) ==> (1.194, 0.332)","Mykolenko (DEF, ?) ==> (0.897, 0.249)"
SOU,-5,"Harwood-Bellis (DEF, ?) ==> (2.6, 0.578)","Ramsdale (GKP, ?) ==> (2.061, 0.458)","Sugawara (DEF, ?) ==> (1.721, 0.382)","Bednarek (DEF, ?) ==> (1.321, 0.293)","Taylor (DEF, ?) ==> (0.576, 0.128)"
WOL,-5,"Aït-Nouri (DEF, ?) ==> (2.485, 0.552)","Johnstone (GKP, ?) ==> (1.473, 0.327)","Dawson (DEF, ?) ==> (0.885, 0.197)","N.Semedo (DEF, ?) ==> (0.679, 0.151)","Mosquera (DEF, ?) ==> (0.576, 0.128)"
