team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
CHE,-1,"Sánchez (GKP, ?) ==> (2.0, 12.389)","Chalobah (DEF, ?) ==> (1.0, 9.534)","Cucurella (DEF, ?) ==> (1.0, 7.389)","Colwill (DEF, ?) ==> (1.0, 7.389)","Tosin (DEF, ?) ==> (0.0, 0.0)"
MCI,-5,"Ederson M. (GKP, ?) ==> (1.0, 8.611)","Akanji (DEF, ?) ==> (1.0, 6.944)","Gvardiol (DEF, ?) ==> (2.0, 6.389)","Ortega Moreno (GKP, ?) ==> (0.0, 0.0)","Aké (DEF, ?) ==> (0.0, 0.0)"
NEW,-6,"Hall (DEF, ?) ==> (2.0, 6.833)","Livramento (DEF, ?) ==> (2.0, 6.833)","Burn (DEF, ?) ==> (1.0, 6.833)","Dúbravka (GKP, ?) ==> (0.0, 0.0)","Botman (DEF, ?) ==> (0.0, 0.0)"
WHU,-10,"Wan-Bissaka (DEF, ?) ==> (2.0, 6.389)","Kilman (DEF, ?) ==> (1.0, 6.389)","Fabianski (GKP, ?) ==> (1.0, 6.063)","Emerson (DEF, ?) ==> (1.0, 4.613)","Areola (GKP, ?) ==> (0.0, 4.397)"
BRE,-10,"Flekken (GKP, ?) ==> (3.0, 12.222)","Van den Berg (DEF, ?) ==> (1.0, 5.0)","Collins (DEF, ?) ==> (1.0, 3.889)","Roerslev (DEF, ?) ==> (1.0, 0.663)","Henry (DEF, ?) ==> (0.0, 0.0)"
TOT,-14,"Pedro Porro (DEF, ?) ==> (2.0, 5.944)","Dragusin (DEF, ?) ==> (1.0, 5.473)","Spence (DEF, ?) ==> (0.0, 0.0)","Davies (DEF, ?) ==> (0.0, 0.0)","Kinsky (GKP, ?) ==> (0.0, 0.0)"
IPS,-14,"Greaves (DEF, ?) ==> (0.0, 10.0)","O'Shea (DEF, ?) ==> (1.0, 5.944)","Davis (DEF, ?) ==> (1.0, 3.444)","Johnson (DEF, ?) ==> (0.0, 0.528)","Walton (GKP, ?) ==> (0.0, 0.0)"
LEI,-17,"Faes (DEF, ?) ==> (1.0, 5.611)","Justin (DEF, ?) ==> (1.0, 5.0)","Vestergaard (DEF, ?) ==> (0.0, 4.496)","Kristiansen (DEF, ?) ==> (1.0, 3.111)","Stolarczyk (GKP, ?) ==> (0.0, 0.0)"
WOL,-25,"José Sá (GKP, ?) ==> (1.0, 8.056)","Doherty (DEF, ?) ==> (1.0, 4.395)","Aït-Nouri (DEF, ?) ==> (1.0, 2.222)","S.Bueno (DEF, ?) ==> (1.0, 2.222)","Agbadou (DEF, ?) ==> (0.0, 0.0)"
SOU,-26,"Ramsdale (GKP, ?) ==> (1.0, 7.944)","Bednarek (DEF, ?) ==> (1.0, 4.611)","Harwood-Bellis (DEF, ?) ==> (1.0, 4.611)","Manning (DEF, ?) ==> (0.0, 1.988)","Bree (DEF, ?) ==> (0.0, 0.0)"
