team,defAdv_nxtGWs,defPlayer1,defPlayer2,defPlayer3,defPlayer4,defPlayer5
WHU,-1,"Kilman (DEF, ?) ==> (4.3, 10.511)","Mavropanos (DEF, ?) ==> (3.3, 8.067)","Areola (GKP, ?) ==> (2.7, 6.6)","Coufal (DEF, ?) ==> (2.7, 6.6)","Emerson (DEF, ?) ==> (2.3, 5.622)"
SOU,-3,"Sugawara (DEF, ?) ==> (3.3, 7.7)","McCarthy (GKP, ?) ==> (2.5, 5.833)","Walker-Peters (DEF, ?) ==> (1.7, 3.967)","Bednarek (DEF, ?) ==> (1.3, 3.033)","Stephens (DEF, ?) ==> (1.3, 3.033)"
LEI,-3,"Faes (DEF, ?) ==> (3.0, 7.0)","Hermansen (GKP, ?) ==> (2.3, 5.367)","Justin (DEF, ?) ==> (1.3, 3.033)","Kristiansen (DEF, ?) ==> (1.0, 2.333)","Vestergaard (DEF, ?) ==> (0.85, 1.983)"
BRE,-4,"Collins (DEF, ?) ==> (4.0, 9.111)","Flekken (GKP, ?) ==> (3.3, 7.517)","Ajer (DEF, ?) ==> (1.3, 2.961)","Roerslev (DEF, ?) ==> (1.3, 2.961)","Pinnock (DEF, ?) ==> (0.7, 1.594)"
CRY,-9,"Henderson (GKP, ?) ==> (2.3, 4.6)","Muñoz (DEF, ?) ==> (2.0, 4.0)","Mitchell (DEF, ?) ==> (1.3, 2.6)","C.Richards (DEF, ?) ==> (1.0, 2.0)","Guéhi (DEF, ?) ==> (1.0, 2.0)"
BOU,-11,"Arrizabalaga (GKP, ?) ==> (2.0, 3.778)","Zabarnyi (DEF, ?) ==> (1.7, 3.211)","Kerkez (DEF, ?) ==> (1.3, 2.456)","Smith (DEF, ?) ==> (1.3, 2.456)","J.Araujo (DEF, ?) ==> (1.3, 2.456)"
IPS,-13,"Davis (DEF, ?) ==> (2.7, 4.8)","Johnson (DEF, ?) ==> (1.25, 2.222)","Muric (GKP, ?) ==> (1.25, 2.222)","Greaves (DEF, ?) ==> (1.0, 1.778)","Tuanzebe (DEF, ?) ==> (1.0, 1.778)"
EVE,-14,"Keane (DEF, ?) ==> (2.3, 3.961)","Pickford (GKP, ?) ==> (1.3, 2.239)","Mykolenko (DEF, ?) ==> (0.7, 1.206)","Coleman (DEF, ?) ==> (0.65, 1.119)","Holgate (DEF, ?) ==> (0.65, 1.119)"
CHE,-26,"Sánchez (GKP, ?) ==> (1.7, 1.794)","Colwill (DEF, ?) ==> (1.3, 1.372)","Cucurella (DEF, ?) ==> (1.3, 1.372)","Gusto (DEF, ?) ==> (1.0, 1.056)","W.Fofana (DEF, ?) ==> (1.0, 1.056)"
WOL,-35,"Johnstone (GKP, ?) ==> (2.0, 1.111)","N.Semedo (DEF, ?) ==> (1.35, 0.75)","Aït-Nouri (DEF, ?) ==> (1.3, 0.722)","Dawson (DEF, ?) ==> (1.3, 0.722)","Toti (DEF, ?) ==> (1.0, 0.556)"
